ANO,CO_MUNICIPIO,NO_MUNICIPIO,QTD_ALUNOS_INSE,MEDIA_INSE,TDI_ANOS_FINAIS,MEDIA_ALUNOS_TURMA_ANOS_FINAIS,PERC_ESCOLAS_BAIXA_REGULARIDADE_DOCENTE,PERC_ESCOLAS_MEDIA_BAIXA_REGULARIDADE_DOCENTE,PERC_ESCOLAS_MEDIA_ALTA_REGULARIDADE_DOCENTE,PERC_ESCOLAS_ALTA_REGULARIDADE_DOCENTE,TAXA_ABANDONO_ANOS_FINAIS
2023,3168002,Taiobeiras,1106,4.7663,5.9,31.2,15.4,61.5,23.1,0.0,0.9
2023,3150539,Pingo-d'Água,172,4.9033,10.2,31.4,25.0,50.0,25.0,0.0,2.5
2023,3165578,Senador Amaral,241,5.0099,10.0,25.8,0.0,25.0,75.0,0.0,4.5
2023,3152105,Ponte Nova,1069,5.0574,25.2,22.9,3.1,31.3,65.6,0.0,2.0
2023,3150307,Piedade do Rio Grande,120,4.838,3.0,24.6,0.0,0.0,75.0,25.0,2.0
2023,3165537,Sarzedo,1160,5.3907,10.5,31.4,0.0,40.0,46.7,13.3,2.0
2023,3168705,Timóteo,1867,5.3271,9.7,24.8,13.3,26.7,56.7,3.3,1.3
2023,3144672,Nova Belém,97,4.7613,16.5,24.3,22.2,55.6,22.2,0.0,4.3
2023,3138625,Limeira do Oeste,200,5.2096,15.7,28.9,0.0,25.0,75.0,0.0,2.2
2023,3146404,Paineiras,101,5.0784,16.7,24.0,0.0,25.0,75.0,0.0,1.9
2023,3144805,Nova Lima,2093,5.316,21.8,32.1,0.0,17.2,62.1,20.7,2.2
2023,3170057,Ubaporanga,431,4.8823,9.8,25.8,23.1,30.8,23.1,23.0,1.9
2023,3144656,Ninheira,281,4.5212,10.8,26.3,7.7,53.8,30.8,7.7,3.9
2023,3164803,São Sebastião do Rio Preto,59,4.6863,3.0,16.8,0.0,50.0,0.0,50.0,0.0
2023,3160801,São Bento Abade,184,4.9989,13.4,30.5,0.0,33.3,66.7,0.0,3.0
2023,3145604,Oliveira,906,5.1381,5.5,28.6,4.5,31.8,63.7,0.0,0.5
2023,3146701,Palma,119,4.6417,11.2,17.9,16.7,33.3,50.0,0.0,0.0
2023,3144904,Nova Módica,114,4.5902,9.3,28.3,0.0,50.0,33.3,16.7,0.9
2023,3137700,Lajinha,491,4.8317,10.6,22.2,20.0,24.0,48.0,8.0,2.5
2023,3160603,Santo Hipólito,72,4.54,7.5,17.0,14.3,14.3,57.1,14.3,0.0
2023,3139904,Maria da Fé,371,5.0536,8.6,22.1,15.4,15.4,69.2,0.0,0.3
2023,3157658,Santa Helena de Minas,177,4.5303,32.1,23.2,0.0,0.0,40.0,60.0,2.8
2023,3147907,Passos,2911,5.3263,6.4,27.3,7.1,33.3,59.6,0.0,1.2
2023,3139003,Machado,920,5.2385,9.6,27.2,0.0,27.3,72.7,0.0,3.8
2023,3146750,Palmópolis,181,4.2828,14.2,21.1,0.0,0.0,71.4,28.6,1.4
2023,3138609,Lima Duarte,464,4.9017,17.1,25.2,20.0,40.0,40.0,0.0,0.3
2023,3139706,Maravilhas,239,4.819,20.6,25.4,0.0,0.0,100.0,0.0,6.0
2023,3146602,Paiva,47,5.3219,4.9,15.3,0.0,66.7,33.3,0.0,0.0
2023,3142908,Monte Azul,520,4.7177,2.6,17.2,15.8,68.4,15.8,0.0,0.1
2023,3160504,Santo Antônio do Rio Abaixo,81,4.805,10.8,24.0,0.0,0.0,100.0,0.0,0.0
2023,3153004,Pratinha,116,5.3301,21.9,22.3,0.0,0.0,100.0,0.0,2.5
2023,3138500,Liberdade,145,4.8392,19.2,27.4,0.0,0.0,100.0,0.0,3.2
2023,3139607,Mantena,692,4.857,6.3,26.0,0.0,46.2,53.8,0.0,1.3
2023,3170404,Unaí,2270,5.1373,9.8,24.4,7.7,41.0,46.2,5.1,0.6
2023,3160454,Santo Antônio do Retiro,266,4.5011,2.9,18.1,0.0,40.0,60.0,0.0,0.0
2023,3145406,Olaria,56,5.0557,18.5,7.4,0.0,66.7,33.3,0.0,0.8
2023,3161056,São Félix de Minas,97,4.7683,8.0,21.9,0.0,50.0,50.0,0.0,1.7
2023,3143153,Monte Formoso,148,3.9464,4.5,29.7,9.1,9.1,45.5,36.3,0.0
2023,3148004,Patos de Minas,3534,5.3506,9.7,26.3,8.3,51.7,33.3,6.7,1.4
2023,3146552,Pai Pedro,244,4.2895,6.8,21.7,0.0,14.3,71.4,14.3,0.3
2023,3170701,Varginha,2599,5.3722,12.2,27.4,0.0,48.9,48.9,2.2,2.0
2023,3153608,Prudente de Morais,324,5.0148,14.2,26.7,0.0,44.4,44.4,11.2,1.9
2023,3155207,Rio Espera,106,4.7448,4.8,23.4,0.0,40.0,60.0,0.0,0.0
2023,3152501,Pouso Alegre,3607,5.3297,13.0,26.8,2.0,55.1,40.8,2.1,1.9
2023,3171071,Veredinha,189,4.6736,4.5,20.3,0.0,16.7,83.3,0.0,0.4
2023,3170529,Urucuia,361,4.5298,10.2,20.3,0.0,62.5,37.5,0.0,2.8
2023,3170503,Urucânia,267,4.8875,20.4,28.8,0.0,28.6,71.4,0.0,4.2
2023,3155405,Rio Novo,181,4.9737,13.9,27.6,0.0,14.3,71.4,14.3,7.0
2023,3171709,Virgínia,264,4.9917,8.3,30.5,40.0,40.0,20.0,0.0,1.1
